Date,Company,Price,Daily_Return,Volume_M
2020-09-09,Amazon,149.04,-0.404,82.2
2020-09-10,Amazon,149.48,0.29,153.2
2020-09-11,Amazon,149.92,0.297,89.0
2020-09-14,Amazon,151.45,1.018,61.7
2020-09-15,Amazon,152.8,0.893,55.0
2020-09-16,Amazon,152.35,-0.297,65.2
2020-09-17,Amazon,153.83,0.977,145.3
2020-09-18,Amazon,152.86,-0.636,68.0
2020-09-21,Amazon,153.9,0.682,107.2
2020-09-22,Amazon,156.04,1.395,68.7
2020-09-23,Amazon,157.47,0.915,87.8
2020-09-24,Amazon,157.51,0.026,103.8
2020-09-25,Amazon,157.01,-0.321,62.8
2020-09-28,Amazon,155.02,-1.268,60.8
2020-09-29,Amazon,155.32,0.199,129.8
2020-09-30,Amazon,153.87,-0.934,109.5
2020-10-01,Amazon,152.84,-0.674,103.7
2020-10-02,Amazon,151.33,-0.986,103.6
2020-10-05,Amazon,150.72,-0.401,93.8
2020-10-06,Amazon,150.64,-0.052,140.5
2020-10-07,Amazon,150.94,0.193,81.3
2020-10-08,Amazon,150.18,-0.502,97.3
2020-10-09,Amazon,151.44,0.84,36.5
2020-10-12,Amazon,151.16,-0.182,55.3
2020-10-13,Amazon,150.2,-0.64,44.0
2020-10-14,Amazon,150.46,0.172,118.2
2020-10-15,Amazon,152.83,1.578,3.4
2020-10-16,Amazon,153.24,0.266,67.9
2020-10-19,Amazon,152.79,-0.29,9.8
2020-10-20,Amazon,150.94,-1.211,55.1
2020-10-21,Amazon,150.69,-0.17,65.3
2020-10-22,Amazon,150.98,0.196,121.5
2020-10-23,Amazon,150.53,-0.299,91.9
2020-10-26,Amazon,148.56,-1.311,55.0
2020-10-27,Amazon,147.57,-0.663,112.0
2020-10-28,Amazon,149.33,1.188,80.5
2020-10-29,Amazon,151.08,1.173,81.1
2020-10-30,Amazon,150.04,-0.686,43.9
2020-11-02,Amazon,150.89,0.563,50.3
2020-11-03,Amazon,149.51,-0.914,55.2
2020-11-04,Amazon,151.23,1.156,81.4
2020-11-05,Amazon,151.57,0.224,82.3
2020-11-06,Amazon,152.77,0.792,126.3
2020-11-09,Amazon,150.74,-1.333,91.6
2020-11-10,Amazon,151.6,0.575,1.2
2020-11-11,Amazon,151.64,0.026,87.9
2020-11-12,Amazon,152.73,0.717,36.5
2020-11-13,Amazon,153.9,0.768,51.0
2020-11-16,Amazon,154.03,0.087,55.6
2020-11-17,Amazon,153.35,-0.445,60.1
2020-11-18,Amazon,154.36,0.661,38.7
2020-11-19,Amazon,154.34,-0.013,86.1
2020-11-20,Amazon,153.32,-0.661,37.7
2020-11-23,Amazon,152.25,-0.699,90.7
2020-11-24,Amazon,150.51,-1.14,147.1
2020-11-25,Amazon,149.95,-0.373,40.1
2020-11-26,Amazon,151.33,0.921,71.5
2020-11-27,Amazon,151.6,0.176,4.3
2020-11-30,Amazon,151.01,-0.39,71.0
2020-12-01,Amazon,152.03,0.679,99.3
2020-12-02,Amazon,151.07,-0.632,101.6
2020-12-03,Amazon,151.23,0.107,82.3
2020-12-04,Amazon,151.06,-0.114,106.7
2020-12-07,Amazon,152.05,0.654,156.4
2020-12-08,Amazon,150.18,-1.227,131.4
2020-12-09,Amazon,149.2,-0.652,64.3
2020-12-10,Amazon,147.3,-1.278,36.5
2020-12-11,Amazon,147.03,-0.185,67.8
2020-12-14,Amazon,148.49,0.995,51.6
2020-12-15,Amazon,147.92,-0.384,93.5
2020-12-16,Amazon,147.34,-0.39,44.6
2020-12-17,Amazon,148.39,0.715,77.8
2020-12-18,Amazon,149.69,0.872,105.1
2020-12-21,Amazon,149.6,-0.06,77.0
2020-12-22,Amazon,150.43,0.558,51.6
2020-12-23,Amazon,149.15,-0.852,115.2
2020-12-24,Amazon,150.81,1.112,23.6
2020-12-25,Amazon,153.42,1.734,70.2
2020-12-28,Amazon,154.06,0.415,78.8
2020-12-29,Amazon,151.51,-1.659,80.5
2020-12-30,Amazon,150.82,-0.454,85.4
2020-12-31,Amazon,151.54,0.48,98.3
2021-01-01,Amazon,151.01,-0.351,78.9
2021-01-04,Amazon,152.53,1.005,69.0
2021-01-05,Amazon,153.21,0.451,67.8
2021-01-06,Amazon,152.31,-0.587,61.7
2021-01-07,Amazon,152.31,-0.0,103.6
2021-01-08,Amazon,151.18,-0.741,60.6
2021-01-11,Amazon,150.92,-0.177,105.4
2021-01-12,Amazon,150.2,-0.476,80.6
2021-01-13,Amazon,151.56,0.909,64.4
2021-01-14,Amazon,154.09,1.67,98.6
2021-01-15,Amazon,152.28,-1.177,58.2
2021-01-18,Amazon,149.9,-1.566,99.1
2021-01-19,Amazon,149.54,-0.237,86.4
2021-01-20,Amazon,147.67,-1.249,62.1
2021-01-21,Amazon,147.66,-0.007,95.9
2021-01-22,Amazon,148.48,0.556,96.4
2021-01-25,Amazon,150.2,1.157,114.7
2021-01-26,Amazon,150.37,0.116,109.0
2021-01-27,Amazon,150.07,-0.2,94.7
2021-01-28,Amazon,147.65,-1.616,46.2
2021-01-29,Amazon,147.61,-0.025,153.5
2021-02-01,Amazon,147.63,0.011,37.9
2021-02-02,Amazon,148.32,0.467,108.5
2021-02-03,Amazon,147.41,-0.61,92.9
2021-02-04,Amazon,146.83,-0.392,44.8
2021-02-05,Amazon,145.04,-1.219,76.3
2021-02-08,Amazon,142.35,-1.858,77.6
2021-02-09,Amazon,141.03,-0.924,119.2
2021-02-10,Amazon,139.22,-1.288,58.6
2021-02-11,Amazon,139.54,0.231,72.1
2021-02-12,Amazon,138.91,-0.451,9.9
2021-02-15,Amazon,138.26,-0.465,132.0
2021-02-16,Amazon,137.13,-0.818,47.9
2021-02-17,Amazon,133.59,-2.583,89.8
2021-02-18,Amazon,135.17,1.185,77.0
2021-02-19,Amazon,134.06,-0.823,77.1
2021-02-22,Amazon,133.59,-0.353,104.3
2021-02-23,Amazon,132.01,-1.178,130.1
2021-02-24,Amazon,133.02,0.762,87.5
2021-02-25,Amazon,133.15,0.1,99.7
2021-02-26,Amazon,132.26,-0.671,89.9
2021-03-01,Amazon,131.83,-0.321,110.5
2021-03-02,Amazon,133.61,1.347,66.1
2021-03-03,Amazon,133.53,-0.059,112.3
2021-03-04,Amazon,133.34,-0.142,113.3
2021-03-05,Amazon,132.35,-0.743,112.5
2021-03-08,Amazon,130.37,-1.493,60.2
2021-03-09,Amazon,130.23,-0.112,74.9
2021-03-10,Amazon,130.6,0.282,87.2
2021-03-11,Amazon,131.78,0.909,38.9
2021-03-12,Amazon,129.47,-1.753,127.8
2021-03-15,Amazon,128.36,-0.861,79.6
2021-03-16,Amazon,127.82,-0.423,88.5
2021-03-17,Amazon,127.87,0.044,62.7
2021-03-18,Amazon,127.79,-0.064,40.2
2021-03-19,Amazon,127.74,-0.04,61.9
2021-03-22,Amazon,128.24,0.391,86.6
2021-03-23,Amazon,127.4,-0.651,100.2
2021-03-24,Amazon,128.46,0.827,84.9
2021-03-25,Amazon,129.01,0.43,90.4
2021-03-26,Amazon,128.79,-0.167,69.9
2021-03-29,Amazon,130.58,1.386,94.9
2021-03-30,Amazon,132.35,1.356,124.5
2021-03-31,Amazon,133.49,0.859,101.1
2021-04-01,Amazon,130.45,-2.272,104.3
2021-04-02,Amazon,132.28,1.396,88.8
2021-04-05,Amazon,133.29,0.769,34.9
2021-04-06,Amazon,135.64,1.757,48.7
2021-04-07,Amazon,137.18,1.14,93.6
2021-04-08,Amazon,139.13,1.422,79.7
2021-04-09,Amazon,140.33,0.862,93.2
2021-04-12,Amazon,142.08,1.247,130.3
2021-04-13,Amazon,144.6,1.776,101.8
2021-04-14,Amazon,145.1,0.344,117.8
2021-04-15,Amazon,143.54,-1.077,82.8
2021-04-16,Amazon,143.44,-0.067,55.8
2021-04-19,Amazon,144.16,0.496,78.3
2021-04-20,Amazon,144.51,0.247,55.9
2021-04-21,Amazon,143.35,-0.804,126.7
2021-04-22,Amazon,141.77,-1.105,103.7
2021-04-23,Amazon,141.2,-0.396,95.6
2021-04-26,Amazon,142.4,0.848,117.1
2021-04-27,Amazon,144.5,1.476,19.4
2021-04-28,Amazon,145.86,0.94,97.6
2021-04-29,Amazon,147.4,1.056,40.7
2021-04-30,Amazon,147.61,0.141,79.8
2021-05-03,Amazon,145.87,-1.18,70.6
2021-05-04,Amazon,145.64,-0.156,99.9
2021-05-05,Amazon,145.64,0.001,86.8
2021-05-06,Amazon,145.37,-0.189,120.4
2021-05-07,Amazon,145.74,0.253,61.9
2021-05-10,Amazon,146.56,0.563,101.3
2021-05-11,Amazon,147.87,0.894,84.9
2021-05-12,Amazon,147.85,-0.015,30.9
2021-05-13,Amazon,145.91,-1.308,52.4
2021-05-14,Amazon,145.65,-0.181,75.5
2021-05-17,Amazon,146.0,0.239,113.4
2021-05-18,Amazon,147.73,1.187,93.9
2021-05-19,Amazon,147.35,-0.254,45.0
2021-05-20,Amazon,148.25,0.61,75.8
2021-05-21,Amazon,148.89,0.428,140.5
2021-05-24,Amazon,149.23,0.228,83.3
2021-05-25,Amazon,150.63,0.938,70.2
2021-05-26,Amazon,150.11,-0.342,94.8
2021-05-27,Amazon,149.69,-0.277,102.9
2021-05-28,Amazon,149.95,0.17,66.3
2021-05-31,Amazon,149.44,-0.336,95.1
2021-06-01,Amazon,150.31,0.579,70.1
2021-06-02,Amazon,149.7,-0.403,101.6
2021-06-03,Amazon,150.22,0.344,85.1
2021-06-04,Amazon,150.33,0.077,94.5
2021-06-07,Amazon,150.82,0.325,57.2
2021-06-08,Amazon,150.49,-0.221,55.4
2021-06-09,Amazon,150.29,-0.13,108.4
2021-06-10,Amazon,150.61,0.213,77.6
2021-06-11,Amazon,151.05,0.292,88.6
2021-06-14,Amazon,151.24,0.12,70.8
2021-06-15,Amazon,153.49,1.492,107.0
2021-06-16,Amazon,152.45,-0.68,61.8
2021-06-17,Amazon,152.53,0.052,75.9
2021-06-18,Amazon,150.77,-1.156,103.6
2021-06-21,Amazon,151.35,0.387,115.2
2021-06-22,Amazon,150.13,-0.807,64.3
2021-06-23,Amazon,149.9,-0.149,138.8
2021-06-24,Amazon,149.56,-0.232,89.4
2021-06-25,Amazon,149.98,0.282,48.7
2021-06-28,Amazon,149.39,-0.393,91.1
2021-06-29,Amazon,148.74,-0.435,68.5
2021-06-30,Amazon,150.51,1.187,93.0
2021-07-01,Amazon,150.88,0.25,78.7
2021-07-02,Amazon,150.22,-0.435,82.2
2021-07-05,Amazon,149.93,-0.197,52.7
2021-07-06,Amazon,151.91,1.319,109.7
2021-07-07,Amazon,151.6,-0.203,45.3
2021-07-08,Amazon,150.73,-0.573,46.7
2021-07-09,Amazon,149.86,-0.578,91.0
2021-07-12,Amazon,149.14,-0.478,128.1
2021-07-13,Amazon,148.36,-0.522,69.4
2021-07-14,Amazon,146.77,-1.073,101.0
2021-07-15,Amazon,145.37,-0.957,112.2
2021-07-16,Amazon,144.31,-0.73,104.4
2021-07-19,Amazon,144.88,0.397,70.7
2021-07-20,Amazon,144.32,-0.388,47.3
2021-07-21,Amazon,143.95,-0.255,13.8
2021-07-22,Amazon,145.28,0.924,72.1
2021-07-23,Amazon,146.64,0.938,115.3
2021-07-26,Amazon,146.15,-0.333,46.3
2021-07-27,Amazon,145.25,-0.616,101.0
2021-07-28,Amazon,144.08,-0.807,51.5
2021-07-29,Amazon,144.7,0.431,83.2
2021-07-30,Amazon,144.28,-0.292,101.2
2021-08-02,Amazon,143.64,-0.442,60.2
2021-08-03,Amazon,142.51,-0.786,85.1
2021-08-04,Amazon,141.44,-0.755,67.5
2021-08-05,Amazon,141.59,0.11,101.2
2021-08-06,Amazon,139.9,-1.195,87.1
2021-08-09,Amazon,140.81,0.645,81.7
2021-08-10,Amazon,139.99,-0.582,126.8
2021-08-11,Amazon,139.6,-0.279,99.9
2021-08-12,Amazon,137.89,-1.224,59.3
2021-08-13,Amazon,137.65,-0.174,77.4
2021-08-16,Amazon,137.06,-0.429,77.7
2021-08-17,Amazon,136.77,-0.209,82.4
2021-08-18,Amazon,138.15,1.012,155.7
2021-08-19,Amazon,138.11,-0.03,91.1
2021-08-20,Amazon,137.0,-0.806,18.9
2021-08-23,Amazon,135.98,-0.741,63.7
2021-08-24,Amazon,136.39,0.301,22.0
2021-08-25,Amazon,137.57,0.866,70.1
2021-08-26,Amazon,137.64,0.049,20.4
2021-08-27,Amazon,138.16,0.375,53.9
2021-08-30,Amazon,138.59,0.312,34.4
2021-08-31,Amazon,139.92,0.964,91.5
2021-09-01,Amazon,137.52,-1.72,80.0
2021-09-02,Amazon,138.01,0.36,89.1
2021-09-03,Amazon,138.86,0.616,76.9
2021-09-06,Amazon,137.15,-1.235,38.2
2021-09-07,Amazon,135.95,-0.875,95.4
2021-09-08,Amazon,134.8,-0.845,137.7
2021-09-09,Amazon,133.79,-0.746,92.3
2021-09-10,Amazon,133.06,-0.547,67.2
2021-09-13,Amazon,133.11,0.034,37.2
2021-09-14,Amazon,133.82,0.537,52.8
2021-09-15,Amazon,134.78,0.714,93.6
2021-09-16,Amazon,133.67,-0.817,112.2
2021-09-17,Amazon,132.58,-0.818,87.8
2021-09-20,Amazon,133.79,0.915,104.0
2021-09-21,Amazon,134.3,0.381,101.2
2021-09-22,Amazon,134.21,-0.066,95.2
2021-09-23,Amazon,134.55,0.252,60.2
2021-09-24,Amazon,134.36,-0.146,85.2
2021-09-27,Amazon,134.76,0.304,54.5
2021-09-28,Amazon,134.25,-0.379,80.5
2021-09-29,Amazon,134.4,0.111,89.9
2021-09-30,Amazon,132.66,-1.298,130.4
2021-10-01,Amazon,131.81,-0.639,40.7
2021-10-04,Amazon,130.99,-0.624,94.4
2021-10-05,Amazon,130.5,-0.376,124.4
2021-10-06,Amazon,129.44,-0.809,102.8
2021-10-07,Amazon,128.81,-0.49,105.0
2021-10-08,Amazon,127.18,-1.262,97.6
2021-10-11,Amazon,127.67,0.387,119.0
2021-10-12,Amazon,127.53,-0.112,47.4
2021-10-13,Amazon,125.75,-1.395,38.4
2021-10-14,Amazon,124.87,-0.7,79.8
2021-10-15,Amazon,125.17,0.24,15.2
2021-10-18,Amazon,124.6,-0.457,116.9
2021-10-19,Amazon,123.88,-0.575,116.6
2021-10-20,Amazon,123.79,-0.074,67.0
2021-10-21,Amazon,124.12,0.266,68.9
2021-10-22,Amazon,122.7,-1.147,77.8
2021-10-25,Amazon,123.24,0.441,81.6
2021-10-26,Amazon,122.46,-0.634,83.8
2021-10-27,Amazon,122.45,-0.006,96.7
2021-10-28,Amazon,122.43,-0.016,74.8
2021-10-29,Amazon,121.93,-0.404,108.3
2021-11-01,Amazon,120.96,-0.796,93.4
2021-11-02,Amazon,120.72,-0.205,61.8
2021-11-03,Amazon,122.33,1.336,120.1
2021-11-04,Amazon,121.04,-1.054,39.3
2021-11-05,Amazon,122.73,1.397,77.2
2021-11-08,Amazon,122.52,-0.171,109.0
2021-11-09,Amazon,122.6,0.067,58.3
2021-11-10,Amazon,121.59,-0.825,89.3
2021-11-11,Amazon,120.9,-0.572,96.3
2021-11-12,Amazon,120.47,-0.356,54.2
2021-11-15,Amazon,119.52,-0.785,77.8
2021-11-16,Amazon,119.38,-0.117,75.3
2021-11-17,Amazon,119.05,-0.274,63.4
2021-11-18,Amazon,120.89,1.546,149.1
2021-11-19,Amazon,119.84,-0.874,57.1
2021-11-22,Amazon,120.0,0.138,110.1
2021-11-23,Amazon,120.31,0.255,68.2
2021-11-24,Amazon,119.35,-0.795,47.4
2021-11-25,Amazon,120.08,0.61,83.1
2021-11-26,Amazon,119.77,-0.259,99.5
2021-11-29,Amazon,117.48,-1.916,107.6
2021-11-30,Amazon,118.17,0.589,126.9
2021-12-01,Amazon,117.19,-0.83,168.4
2021-12-02,Amazon,116.28,-0.775,87.5
2021-12-03,Amazon,116.99,0.612,60.1
2021-12-06,Amazon,116.73,-0.218,93.6
2021-12-07,Amazon,117.66,0.796,72.0
2021-12-08,Amazon,118.88,1.031,107.8
2021-12-09,Amazon,118.33,-0.458,41.1
2021-12-10,Amazon,119.15,0.693,151.1
2021-12-13,Amazon,118.5,-0.548,105.7
2021-12-14,Amazon,120.7,1.857,29.5
2021-12-15,Amazon,120.1,-0.501,58.7
2021-12-16,Amazon,121.15,0.875,104.5
2021-12-17,Amazon,122.03,0.726,115.3
2021-12-20,Amazon,122.39,0.3,41.8
2021-12-21,Amazon,121.79,-0.491,101.4
2021-12-22,Amazon,121.7,-0.079,21.6
2021-12-23,Amazon,119.66,-1.669,77.3
2021-12-24,Amazon,119.92,0.217,113.4
2021-12-27,Amazon,120.3,0.315,63.5
2021-12-28,Amazon,120.47,0.138,34.8
2021-12-29,Amazon,117.67,-2.323,84.4
2021-12-30,Amazon,116.51,-0.982,61.9
2021-12-31,Amazon,115.84,-0.575,98.9
2022-01-03,Amazon,116.14,0.252,53.4
2022-01-04,Amazon,116.42,0.247,56.8
2022-01-05,Amazon,116.28,-0.125,19.4
2022-01-06,Amazon,116.88,0.517,85.1
2022-01-07,Amazon,115.93,-0.814,75.2
2022-01-10,Amazon,116.5,0.49,44.3
2022-01-11,Amazon,116.94,0.377,85.8
2022-01-12,Amazon,117.28,0.295,110.8
2022-01-13,Amazon,117.1,-0.157,73.5
2022-01-14,Amazon,118.81,1.46,88.0
2022-01-17,Amazon,119.25,0.376,88.2
2022-01-18,Amazon,118.31,-0.795,43.9
2022-01-19,Amazon,118.51,0.172,141.7
2022-01-20,Amazon,119.19,0.572,65.9
2022-01-21,Amazon,118.59,-0.505,99.7
2022-01-24,Amazon,119.58,0.835,103.1
2022-01-25,Amazon,119.89,0.262,75.8
2022-01-26,Amazon,117.61,-1.904,98.2
2022-01-27,Amazon,117.82,0.187,87.4
2022-01-28,Amazon,117.38,-0.382,37.5
2022-01-31,Amazon,117.81,0.368,70.0
2022-02-01,Amazon,118.62,0.691,61.6
2022-02-02,Amazon,118.72,0.085,66.1
2022-02-03,Amazon,120.22,1.264,40.9
2022-02-04,Amazon,119.95,-0.224,113.8
2022-02-07,Amazon,120.45,0.415,128.1
2022-02-08,Amazon,121.12,0.555,109.3
2022-02-09,Amazon,120.91,-0.174,118.1
2022-02-10,Amazon,121.54,0.523,69.7
2022-02-11,Amazon,120.84,-0.58,60.9
2022-02-14,Amazon,120.29,-0.448,56.6
2022-02-15,Amazon,118.9,-1.16,99.3
2022-02-16,Amazon,118.98,0.071,86.8
2022-02-17,Amazon,119.14,0.133,77.7
2022-02-18,Amazon,120.11,0.814,118.9
2022-02-21,Amazon,120.71,0.496,92.1
2022-02-22,Amazon,120.26,-0.371,54.8
2022-02-23,Amazon,118.95,-1.086,59.6
2022-02-24,Amazon,119.18,0.191,100.5
2022-02-25,Amazon,120.05,0.73,111.3
2022-02-28,Amazon,120.58,0.438,96.6
2022-03-01,Amazon,121.41,0.696,136.9
2022-03-02,Amazon,120.99,-0.349,129.1
2022-03-03,Amazon,120.32,-0.558,93.2
2022-03-04,Amazon,119.38,-0.779,54.8
2022-03-07,Amazon,119.09,-0.243,40.7
2022-03-08,Amazon,118.77,-0.268,68.4
2022-03-09,Amazon,118.72,-0.046,102.6
2022-03-10,Amazon,118.34,-0.321,134.8
2022-03-11,Amazon,117.94,-0.331,92.5
2022-03-14,Amazon,116.94,-0.85,115.1
2022-03-15,Amazon,117.54,0.516,72.6
2022-03-16,Amazon,117.33,-0.185,98.7
2022-03-17,Amazon,116.87,-0.392,104.7
2022-03-18,Amazon,115.87,-0.855,20.6
2022-03-21,Amazon,114.33,-1.325,67.6
2022-03-22,Amazon,115.22,0.774,108.5
2022-03-23,Amazon,115.4,0.161,88.2
2022-03-24,Amazon,113.58,-1.577,44.1
2022-03-25,Amazon,113.94,0.312,7.1
2022-03-28,Amazon,114.43,0.432,69.0
2022-03-29,Amazon,114.18,-0.215,77.9
2022-03-30,Amazon,115.28,0.96,53.5
2022-03-31,Amazon,115.1,-0.158,84.3
2022-04-01,Amazon,113.41,-1.463,95.2
2022-04-04,Amazon,113.35,-0.056,100.1
2022-04-05,Amazon,113.17,-0.161,9.3
2022-04-06,Amazon,112.21,-0.844,40.6
2022-04-07,Amazon,112.31,0.086,70.9
2022-04-08,Amazon,110.4,-1.7,97.2
2022-04-11,Amazon,110.85,0.405,94.7
2022-04-12,Amazon,109.64,-1.092,94.2
2022-04-13,Amazon,108.34,-1.183,68.5
2022-04-14,Amazon,107.8,-0.499,70.2
2022-04-15,Amazon,107.72,-0.069,58.2
2022-04-18,Amazon,107.41,-0.29,103.0
2022-04-19,Amazon,106.32,-1.017,52.4
2022-04-20,Amazon,105.43,-0.835,105.5
2022-04-21,Amazon,104.02,-1.337,86.2
2022-04-22,Amazon,103.37,-0.623,78.6
2022-04-25,Amazon,103.8,0.411,60.3
2022-04-26,Amazon,103.33,-0.457,39.3
2022-04-27,Amazon,103.56,0.229,60.6
2022-04-28,Amazon,104.29,0.704,70.1
2022-04-29,Amazon,103.32,-0.933,8.9
2022-05-02,Amazon,102.68,-0.618,74.1
2022-05-03,Amazon,103.98,1.271,107.7
2022-05-04,Amazon,104.69,0.681,97.0
2022-05-05,Amazon,102.8,-1.802,65.1
2022-05-06,Amazon,102.63,-0.173,81.4
2022-05-09,Amazon,102.13,-0.483,63.3
2022-05-10,Amazon,102.31,0.175,84.5
2022-05-11,Amazon,101.21,-1.078,126.2
2022-05-12,Amazon,100.04,-1.154,109.1
2022-05-13,Amazon,99.01,-1.025,95.6
2022-05-16,Amazon,98.08,-0.943,65.2
2022-05-17,Amazon,98.24,0.162,102.5
2022-05-18,Amazon,96.84,-1.425,29.4
2022-05-19,Amazon,95.89,-0.983,72.4
2022-05-20,Amazon,94.06,-1.902,97.5
2022-05-23,Amazon,94.36,0.319,102.2
2022-05-24,Amazon,94.87,0.533,100.1
2022-05-25,Amazon,94.16,-0.742,88.8
2022-05-26,Amazon,93.49,-0.717,74.1
2022-05-27,Amazon,93.38,-0.115,96.1
2022-05-30,Amazon,94.04,0.708,51.4
2022-05-31,Amazon,93.91,-0.144,54.7
2022-06-01,Amazon,92.95,-1.019,81.9
2022-06-02,Amazon,91.33,-1.741,85.2
2022-06-03,Amazon,90.11,-1.34,25.2
2022-06-06,Amazon,89.75,-0.392,93.7
2022-06-07,Amazon,88.89,-0.964,103.2
2022-06-08,Amazon,88.64,-0.282,77.7
2022-06-09,Amazon,87.87,-0.87,151.2
2022-06-10,Amazon,86.76,-1.262,59.5
2022-06-13,Amazon,85.59,-1.348,69.2
2022-06-14,Amazon,86.31,0.846,68.1
2022-06-15,Amazon,86.58,0.313,77.7
2022-06-16,Amazon,87.45,1.0,70.1
2022-06-17,Amazon,87.49,0.053,37.8
2022-06-20,Amazon,86.87,-0.71,63.6
2022-06-21,Amazon,87.48,0.703,77.1
2022-06-22,Amazon,87.16,-0.372,116.9
2022-06-23,Amazon,87.02,-0.157,146.1
2022-06-24,Amazon,86.71,-0.355,120.1
2022-06-27,Amazon,84.43,-2.631,56.7
2022-06-28,Amazon,85.27,0.994,59.1
2022-06-29,Amazon,85.36,0.112,75.2
2022-06-30,Amazon,85.36,-0.003,133.5
2022-07-01,Amazon,85.11,-0.3,75.0
2022-07-04,Amazon,85.02,-0.105,40.2
2022-07-05,Amazon,84.42,-0.696,65.0
2022-07-06,Amazon,84.67,0.288,102.7
2022-07-07,Amazon,83.63,-1.229,100.7
2022-07-08,Amazon,83.6,-0.028,74.0
2022-07-11,Amazon,83.84,0.286,100.5
2022-07-12,Amazon,83.58,-0.309,11.8
2022-07-13,Amazon,83.72,0.159,83.1
2022-07-14,Amazon,82.95,-0.914,105.8
2022-07-15,Amazon,82.22,-0.882,55.0
2022-07-18,Amazon,82.29,0.087,54.9
2022-07-19,Amazon,82.66,0.453,24.0
2022-07-20,Amazon,81.37,-1.568,127.7
2022-07-21,Amazon,81.65,0.347,58.4
2022-07-22,Amazon,81.24,-0.495,87.2
2022-07-25,Amazon,81.08,-0.207,98.1
2022-07-26,Amazon,80.18,-1.109,125.4
2022-07-27,Amazon,79.6,-0.715,75.4
2022-07-28,Amazon,80.2,0.747,63.8
2022-07-29,Amazon,80.2,0.005,85.2
2022-08-01,Amazon,79.95,-0.321,118.5
2022-08-02,Amazon,79.86,-0.102,74.9
2022-08-03,Amazon,80.17,0.388,51.4
2022-08-04,Amazon,80.46,0.354,33.8
2022-08-05,Amazon,80.41,-0.054,43.4
2022-08-08,Amazon,81.13,0.888,105.9
2022-08-09,Amazon,81.77,0.793,70.4
2022-08-10,Amazon,82.06,0.348,61.8
2022-08-11,Amazon,82.11,0.062,58.5
2022-08-12,Amazon,82.56,0.548,82.6
2022-08-15,Amazon,82.78,0.274,72.8
2022-08-16,Amazon,83.51,0.875,71.8
2022-08-17,Amazon,84.13,0.746,120.5
2022-08-18,Amazon,83.47,-0.788,126.1
2022-08-19,Amazon,82.76,-0.842,31.7
2022-08-22,Amazon,82.32,-0.538,89.8
2022-08-23,Amazon,82.98,0.804,56.7
2022-08-24,Amazon,81.96,-1.235,72.6
2022-08-25,Amazon,82.23,0.332,89.3
2022-08-26,Amazon,82.48,0.303,73.6
2022-08-29,Amazon,83.25,0.943,86.9
2022-08-30,Amazon,83.38,0.149,100.2
2022-08-31,Amazon,82.49,-1.069,88.8
2022-09-01,Amazon,81.85,-0.77,60.6
2022-09-02,Amazon,81.07,-0.952,61.1
2022-09-05,Amazon,80.71,-0.446,36.8
2022-09-06,Amazon,80.57,-0.17,54.4
2022-09-07,Amazon,79.8,-0.959,138.9
2022-09-08,Amazon,80.72,1.145,56.2
2022-09-09,Amazon,79.83,-1.101,44.2
2022-09-12,Amazon,80.65,1.027,89.6
2022-09-13,Amazon,81.36,0.887,76.7
2022-09-14,Amazon,81.89,0.646,74.1
2022-09-15,Amazon,81.37,-0.638,122.3
2022-09-16,Amazon,81.51,0.179,96.5
2022-09-19,Amazon,80.6,-1.122,64.1
2022-09-20,Amazon,81.09,0.612,67.3
2022-09-21,Amazon,80.94,-0.19,64.9
2022-09-22,Amazon,80.56,-0.47,106.2
2022-09-23,Amazon,79.64,-1.13,70.8
2022-09-26,Amazon,77.95,-2.131,26.2
2022-09-27,Amazon,77.16,-1.012,78.6
2022-09-28,Amazon,77.69,0.691,33.9
2022-09-29,Amazon,77.27,-0.538,145.5
2022-09-30,Amazon,76.99,-0.369,51.0
2022-10-03,Amazon,77.2,0.274,75.1
2022-10-04,Amazon,78.11,1.183,87.7
2022-10-05,Amazon,78.72,0.778,71.3
2022-10-06,Amazon,77.88,-1.073,71.3
2022-10-07,Amazon,76.43,-1.853,92.7
2022-10-10,Amazon,77.63,1.568,125.8
2022-10-11,Amazon,78.78,1.479,103.0
2022-10-12,Amazon,78.61,-0.21,124.4
2022-10-13,Amazon,77.53,-1.382,48.6
2022-10-14,Amazon,77.82,0.383,89.5
2022-10-17,Amazon,77.45,-0.487,84.7
2022-10-18,Amazon,77.05,-0.504,90.5
2022-10-19,Amazon,77.28,0.289,121.3
2022-10-20,Amazon,77.15,-0.171,73.4
2022-10-21,Amazon,76.07,-1.389,67.8
2022-10-24,Amazon,75.53,-0.719,96.0
2022-10-25,Amazon,75.57,0.057,26.7
2022-10-26,Amazon,75.51,-0.074,72.9
2022-10-27,Amazon,75.3,-0.282,76.0
2022-10-28,Amazon,75.49,0.246,52.4
2022-10-31,Amazon,74.88,-0.796,111.7
2022-11-01,Amazon,74.6,-0.375,48.1
2022-11-02,Amazon,72.24,-3.175,75.9
2022-11-03,Amazon,71.59,-0.889,88.8
2022-11-04,Amazon,71.64,0.071,120.6
2022-11-07,Amazon,71.03,-0.855,79.7
2022-11-08,Amazon,70.38,-0.921,108.1
2022-11-09,Amazon,69.41,-1.381,101.0
2022-11-10,Amazon,69.57,0.241,83.7
2022-11-11,Amazon,69.49,-0.127,47.3
